Keyword,Category,Asin,Rank,Rating,Rating Count,Price,Description,Ai_description,Tag,Image_url,Product_title
Deep Kadhai,Stir-Fry Pans,B07P6R6JYP,9,4.2,982,549,"Made from high quality 100% food grade virgin Aluminium sourced from Hindalco 18 cm (diameter) Kadhai that is ideal for cooking vegetables, meat, gravies, sauteing, deep frying etc High quality hard anodized coating (46 micron) on the product that makes it scratch resistant and durable Heavy gauge material; non-toxic and non-reactive; offers great heat distribution Easy to clean and store High quality Bakelite handle that prevents heat transfer to the hands and also offers a comfortable grip","High quality 18 cm Kadhai made from food grade aluminium with scratch resistant coating and comfortable grip handle.""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Amazon Brand - Solimo Heavy gauge
Deep Kadhai,Kadhai & Woks,B07P6R6JYP,18,4.2,982,549,"Made from high quality 100% food grade virgin Aluminium sourced from Hindalco 18 cm (diameter) Kadhai that is ideal for cooking vegetables, meat, gravies, sauteing, deep frying etc High quality hard anodized coating (46 micron) on the product that makes it scratch resistant and durable Heavy gauge material; non-toxic and non-reactive; offers great heat distribution Easy to clean and store High quality Bakelite handle that prevents heat transfer to the hands and also offers a comfortable grip","High quality 18 cm Kadhai made from 100% food grade virgin Aluminium. Scratch resistant and durable with great heat distribution. Easy to clean and store.""
",,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Amazon Brand - Solimo Heavy gauge
Deep Non Stick Kadhai with Glass Lid,Stir-Fry Pans,B09BLFWT53,12,4.5,1439,2542,"New Deep Body - Stir without spilling. Carry hot curries safely to the table Rivets and Stainless Steel Brackets - Firmly fixed. Will not loosen Flat Induction Base - Works on all heat sources. Ideal for cooking and serving Toughened Heat-Proof Glass Lid - See the food as it cooks without lifting the lid and when served Protective Hard Anodising - Will not tarnish or corrode. Stays looking new for years Rosewood Handle and Knob - Stay-cool, natural, durable. Comfortable to hold","New Deep Body - Stir without spilling. Carry hot curries safely to the table. Rivets and Stainless Steel Brackets - Firmly fixed. Flat Induction Base - Works on all heat sources. Toughened Heat-Proof Glass Lid - See the food as it cooks. Protective Hard Anodising - Stays looking new for years. Rosewood Handle and Knob - Comfortable to hold.""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Hawkins Futura 5 Litre Deep Kadhai
Deep Non-Stick Kadhai with Lid,Kadhai & Woks,B09BLFWT53,21,4.5,1439,2542,"New Deep Body - Stir without spilling. Carry hot curries safely to the table Rivets and Stainless Steel Brackets - Firmly fixed. Will not loosen Flat Induction Base - Works on all heat sources. Ideal for cooking and serving Toughened Heat-Proof Glass Lid - See the food as it cooks without lifting the lid and when served Protective Hard Anodising - Will not tarnish or corrode. Stays looking new for years Rosewood Handle and Knob - Stay-cool, natural, durable. Comfortable to hold","New Deep Body - Stir without spilling. Carry hot curries safely to the table. Rivets and Stainless Steel Brackets - Firmly fixed. Flat Induction Base - Works on all heat sources. Toughened Heat-Proof Glass Lid - See the food as it cooks. Protective Hard Anodising - Stays looking new for years. Rosewood Handle and Knob - Stay-cool, natural, durable.""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Hawkins Futura 5 Litre Deep Kadhai
Deep Stainless Steel Kadhai,Kadhai & Woks,B08SQ3454H,14,4.5,1276,2579,"New Deep Body: Stir without spilling. Carry hot curries safely to the table Food Grade 18/8 Stainless Steel: Hygienic, healthy low oil cooking Extra-Thick 3 mm Tri-ply: Retains heat well. Cooks evenly Rosewood Handles: Stay cool, natural, durable Food Grade 18/8 Stainless Steel: Hygienic, healthy low oil cooking Ezee-Pour, No-Drip Flange: Pour or slide food without spilling",New Deep Body,Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Hawkins 4 Litre Deep Kadhai
Deep Stainless Steel Kadhai with Glass Lid,Stir-Fry Pans,B08SQ3454H,8,4.5,1276,2579,"New Deep Body: Stir without spilling. Carry hot curries safely to the table Food Grade 18/8 Stainless Steel: Hygienic, healthy low oil cooking Extra-Thick 3 mm Tri-ply: Retains heat well. Cooks evenly Rosewood Handles: Stay cool, natural, durable Food Grade 18/8 Stainless Steel: Hygienic, healthy low oil cooking Ezee-Pour, No-Drip Flange: Pour or slide food without spilling",New Deep Body,Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",Hawkins 4 Litre Deep Kadhai
Digital Electric Kettle,Electric Kettles,B07Y2YQFG8,26,4.4,1625,2099,LARGE CAPACITY : With its 1.7 L capacity easily serve 6 full cups of water (250 mL each),"Serve 6 cups of water with this large 1.7 L capacity kettle. Get yours now!""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",V-Guard VKS17-DG Digital Electric Kettle 1.7 Litre with Digital Controls & Variable Temperature Settings 
Digital Electric Kettle with Variable Temperature Settings,Kettles & Tea Machines,B07Y2YQFG8,26,4.4,1625,2099,LARGE CAPACITY : With its 1.7 L capacity easily serve 6 full cups of water (250 mL each),"Serve 6 cups of water with this 1.7L capacity kettle. Get yours now!""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",V-Guard VKS17-DG Digital Electric Kettle 1.7 Litre with Digital Controls & Variable Temperature Settings 
Disposable Coffee Paper Filters,Disposable Coffee Filters,B076MCYZ9R,14,4.6,1086,649,"Specialty Coffee Paper Filters for Specialty Coffee! This is not just paper, it is specialty paper filters for a cup of specialty coffee: Filter paper made of REFINED PULP (White version): The more commonly seen brewer filters are refined to remove the brown color. It keeps the original flavor of the coffee grounds and makes a very robust pourover drip coffee. NO USED PULP, DYES OR CHEMICALS ARE EVER USED IN THESE PAPER FILTERS. Completely biodegradable. FSC Certified: The FSC certificate shows that the banana-tree fiber to make the paper is only sourced from well-managed, eco-friendly forests. 100% sustainable: No wood is used in the paper making process: ABACA: Manilla Hemp, is extracted from the leaf-stems of a certain species of banana tree, leaving the wood and tree completely intact. Paper making process: Dewatering: Dewater pulp and make a paper sheet. Drying: Dry the paper sheet by heating. Rolling: Roll the paper sheet under finely tuned and adjusted rolling pressure. No bleach, glues, chemicals or unnatural elements are added to the pulp. This is simply a 100% clean, eco-friendly, forest-sustainable paper filter. Period. You will not be disappointed by the strength and suppleness of these highly crafted filters. They will certainly stand out above the rest and make you the perfect cup of joe in the morning - every single time! If you love coffee and if making coffee is a labor of love, these filters - will enhance the quality of your morning coffee making routine! They are elegant, supple and strong. They make the cleanest, consistent coffee. They are made of superior eco-friendly certified materials. Clean-up is a cinch... When done, simply discard filter with used grounds inside.","Specialty coffee filters made of refined pulp for a robust pour-over drip coffee. Eco-friendly and biodegradable. FSC certified and 100% sustainable. Enhance your morning coffee routine with these elegant, supple, and strong filters.""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",CAFEC Abaca Cone-Shaped Coffee Paper Filter
Disposable Coffee Paper Filters,Coffee Filters,B076MCYZ9R,18,4.6,1086,649,"Specialty Coffee Paper Filters for Specialty Coffee! This is not just paper, it is specialty paper filters for a cup of specialty coffee: Filter paper made of REFINED PULP (White version): The more commonly seen brewer filters are refined to remove the brown color. It keeps the original flavor of the coffee grounds and makes a very robust pourover drip coffee. NO USED PULP, DYES OR CHEMICALS ARE EVER USED IN THESE PAPER FILTERS. Completely biodegradable. FSC Certified: The FSC certificate shows that the banana-tree fiber to make the paper is only sourced from well-managed, eco-friendly forests. 100% sustainable: No wood is used in the paper making process: ABACA: Manilla Hemp, is extracted from the leaf-stems of a certain species of banana tree, leaving the wood and tree completely intact. Paper making process: Dewatering: Dewater pulp and make a paper sheet. Drying: Dry the paper sheet by heating. Rolling: Roll the paper sheet under finely tuned and adjusted rolling pressure. No bleach, glues, chemicals or unnatural elements are added to the pulp. This is simply a 100% clean, eco-friendly, forest-sustainable paper filter. Period. You will not be disappointed by the strength and suppleness of these highly crafted filters. They will certainly stand out above the rest and make you the perfect cup of joe in the morning - every single time! If you love coffee and if making coffee is a labor of love, these filters - will enhance the quality of your morning coffee making routine! They are elegant, supple and strong. They make the cleanest, consistent coffee. They are made of superior eco-friendly certified materials. Clean-up is a cinch... When done, simply discard filter with used grounds inside.","Specialty coffee filters made from refined pulp for a robust pour-over drip coffee. Eco-friendly and biodegradable. FSC certified. No chemicals or unnatural elements. Easy clean-up.""
",,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",CAFEC Abaca Cone-Shaped Coffee Paper Filter
Disposable Tea Filter Bags,Tea Filters,B09W2571WC,7,4.4,114,258,"QUANTITY: 100 pcsempty tea bags per package . SIZE: 5.5x7cm empty dip tea bags's proper size for putting the tea into the bag . SAFETY MATERIAL: Disposable tea bags filter bag material of Non-Woven Fabrics in natural white color ,safety and environment production, odorless, self-degrade after discard . CONVENIENT TO USE: simple to pack and close with drawstring, portable tea companion for tea cups, no tea leaves escape keeping your brewed tea clean.Tea infusers for loose tea is easy to dispose of after use . WIDELY USAGES :great use for loose tea, coffee,spice, herbs, DIY scented tea, herbal tea DIY, herbal medicine package, foot bath package, hot pot package, soup package also it can be used as eye mask etc .","100 pcs empty tea bags. 5.5x7cm size. Disposable non-woven fabric material. Convenient drawstring closure. Ideal for loose tea, coffee, spices, and more. Versatile and easy to use.""
",Best Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",100 Pcs Sichumaria Transparent White Disposable Tea Filter Bags Empty Dip Tea Bags Filter Tea Bags Cups for Loose Leaf Teal 
Disposable Tea Filter Bags,Coffee Maker Accessories,B09W2571WC,13,4.4,114,258,"QUANTITY: 100 pcsempty tea bags per package . SIZE: 5.5x7cm empty dip tea bags's proper size for putting the tea into the bag . SAFETY MATERIAL: Disposable tea bags filter bag material of Non-Woven Fabrics in natural white color ,safety and environment production, odorless, self-degrade after discard . CONVENIENT TO USE: simple to pack and close with drawstring, portable tea companion for tea cups, no tea leaves escape keeping your brewed tea clean.Tea infusers for loose tea is easy to dispose of after use . WIDELY USAGES :great use for loose tea, coffee,spice, herbs, DIY scented tea, herbal tea DIY, herbal medicine package, foot bath package, hot pot package, soup package also it can be used as eye mask etc .","100 pcs empty tea bags, 5.5x7cm size. Disposable, odorless, and eco-friendly. Convenient drawstring closure. Perfect for loose tea, coffee, spices, and more.""
",,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",100 Pcs Sichumaria Transparent White Disposable Tea Filter Bags Empty Dip Tea Bags Filter Tea Bags Cups for Loose Leaf Teal 
Disposable Tea Filter Bags,Tea Filters,B07CZXCTHB,15,4.1,337,258,"DRAWSTRING DESIGN: It is convenient to use, just pull the string tightly and drop in your glass, the drawstring can prevent any loose leaf from escaping, easy to dispose of after use. CONVENIENT TO USE: Simple to pack and close with drawstring, portable tea companion for tea cups, no tea leaves escape keeping your brewed tea clean, easy to dispose of after use. WIDE APPLICATIONS: Suitable for loose tea, coffee, herbs, herbal powder, herbal teas, foot bath package and more, the tea bag won't leak or spill. 100 PCS TEA BAGS: Quantity: 100 pcs tea filter bags- Size: 2.16 x 2.75 inch (5.5 x 7cm) (W x H), Perfect size for single cup, travel mug, glass, or small pots. SAFETY MATERIAL: High temperature resistant, tea seep through easily and quickly to get more strong tea.","Convenient drawstring tea bags for loose tea, coffee, herbs, and more. No spills or leaks. 100 pcs, perfect for single cups. Get strong tea quickly.""
",Eco Pick,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",HASTHIP® 100 Pcs Disposable Tea Filter Bags
Disposable Tea Filter Bags,Coffee Maker Accessories,B07CZXCTHB,29,4.1,337,299,"DRAWSTRING DESIGN: It is convenient to use, just pull the string tightly and drop in your glass, the drawstring can prevent any loose leaf from escaping, easy to dispose of after use. CONVENIENT TO USE: Simple to pack and close with drawstring, portable tea companion for tea cups, no tea leaves escape keeping your brewed tea clean, easy to dispose of after use. WIDE APPLICATIONS: Suitable for loose tea, coffee, herbs, herbal powder, herbal teas, foot bath package and more, the tea bag won't leak or spill. 100 PCS TEA BAGS: Quantity: 100 pcs tea filter bags- Size: 2.16 x 2.75 inch (5.5 x 7cm) (W x H), Perfect size for single cup, travel mug, glass, or small pots. SAFETY MATERIAL: High temperature resistant, tea seep through easily and quickly to get more strong tea.","Convenient drawstring tea bags for loose tea, coffee, herbs, and more. No spills or leaks. 100 pcs, perfect for single cups. Get strong tea quickly.""
",,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",HASTHIP® 100 Pcs Disposable Tea Filter Bags
