Categeory,asin,Rank,image_url,Rating,Rating Count,Price,Tag,description,Ai_description,Product_title,Keyword
Paint Finishes,B003T0VDWM,17,"https://images-eu.ssl-images-amazon.com/images/I/61IrTMRT0QL._AC_UL300_SR300,200_.jpg",4.3,320,1480,Best Pick,"Gloss UV Varnish - 125 ML-Dries to an even gloss finish, and can be mixed with Artists’ Acrylic Matt Varnish to vary the final finish. Can be removed with Varnish Remover.","{
    ""AI_DESCRIPTION"": ""Gloss UV Varnish - 125 ML. Dries to a glossy finish, mix for varied results. Remove with Varnish Remover.""
}",Winsor & Newton Professional Acrylic - Gloss UV Varnish - Bottle of 125 ML,Acrylic Varnish
Painting Materials,B08WX68RKH,18,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",4.1,1561,175,Eco Pick,"Matte Finish for Artistic Appeal: GRANOTONE Acrylic Artist's Varnish provides a beautiful, matte finish, perfect for artists seeking to reduce glare and enhance the depth of their artwork. This varnish adds a subtle, yet protective coating, preserving the natural beauty of the piece. Protects Against Fading and Damage: Specially formulated to shield art from environmental factors, this varnish protects against fading, dust, moisture, and other damaging elements. It helps maintain the vibrancy and integrity of your artwork for years to come. Non-Yellowing & Clear Drying: This artist's varnish is clear-drying and non-yellowing, ensuring that the colors of your artwork remain true and unaltered over time. It provides a transparent layer that enhances the artwork without affecting the original color palette. Easy to Apply and Quick Drying: Designed for convenience, GRANOTONE's varnish is easy to apply, smoothing out evenly for a uniform coat. Its quick-drying nature allows artists to swiftly protect their work without a lengthy wait, making it ideal for both busy studios and hobbyists. Suitable for Multiple Mediums: This versatile varnish is ideal for a variety of surfaces and mediums, including acrylic paints. Whether used for canvas paintings, mixed media projects, or other artistic endeavors, it offers reliable protection and a professional matte finish.","{
    ""AI_DESCRIPTION"": ""Protect artwork with GRANOTONE Acrylic Artist's Varnish for a matte finish that preserves colors and shields against fading and damage.""
}",GRANOTONE Acrylic Artist's Varnish Non Yellowing Non Toxic ,Acrylic Varnish
Adhesive Sheets,B08LPNC7HM,6,"https://images-eu.ssl-images-amazon.com/images/I/71hP1JEHDFL._AC_UL300_SR300,200_.jpg",4.2,132,295,Best Pick,"Use Super Glue Like Fevi Quick. Easily Available At Any Hardware Store Our acrylic sheets will come with Protection Film Suitable for SUBLIMATION / Arts and Crafts /Educational Model Making /Construction/ Window Glass/ Home Decor Designing Products/Tokens Material : ""A"" Grade Imported Cast Acrylic Sheet Easy To Cut. Just Scratch with Knife and Bend To Break. Can Be Laser Cut and Easy To Join","{
    ""AI_DESCRIPTION"": ""Easily use super glue like Fevi Quick with our acrylic sheets. Perfect for sublimation, arts, crafts, and more. Easy to cut and join.""
}",BIGIMALL Acrylic Circle Wall Mount Mirror Sheet ,Acrylic Wall Mount Mirror
Charcoal Air Purifiers,B071WBXFXQ,1,"https://images-eu.ssl-images-amazon.com/images/I/8187F8skrHL._AC_UL300_SR300,200_.jpg",3.8,2328,559,Best Pick,"LASTS OVER 1 YEAR: Dr Charcoal's non-electric air purifier lasts for more than a year and it is very cost-effective. 100% NATURAL: Synthetic sprays and plugins use formaldehyde and other toxic chemicals whereas Dr Charcoal's non-electric air purifier uses 100% activated charcoal. BREATHE FRESH AIR: Dr Charcoal's non-electric air purifier helps in air purification and helps to breathe fresh air. NO ELECTRICITY REQUIRED: These air purifiers typically do not require any electricity or special setup, making them easy to use right out of the box. CAR AIR PURIFIER: It can be used as a car air purifier, effectively removing odours and impurities from the air inside your car. 100% ACTIVATED CHARCOAL: Dr Charcoal's non-electric air purifier uses high quality coconut shell activated carbon to trap impurities and eliminate odours.","{
    ""AI_DESCRIPTION"": ""Dr Charcoal's air purifier: lasts 1+ year, 100% natural, breathe fresh air, no electricity needed, car use, high quality charcoal.""
}",Dr. CHARCOAL Activated Carbon Air Purifier Bag to Remove Odor and Moisture from Car,Activated Carbon Air Purifier Bag
Charcoal Air Purifiers,B074LVPDZM,4,"https://images-eu.ssl-images-amazon.com/images/I/810mvN+x6sL._AC_UL300_SR300,200_.jpg",3.8,934,369,Eco Pick,"100% ACTIVATED CHARCOAL: Dr Charcoal's non-electric air purifier uses high quality coconut shell activated carbon to trap pollutants and eliminate odours. LASTS FOR A YEAR: Our non-electric air purifier can last for a year without needing to be replaced often, making them a more sustainable option. PORTABLE BAG: Our non-electric air purifiers are designed to be small and portable in a cute pouch, making them easy to use anywhere. MULTIPLE APPLICATIONS: Dr Charcoal's non-electric air purifier can be used in fridges, shoe racks, and wardrobes to eliminate odour. ECO-FRIENDLY ALTERNATIVE: Dr Charcoal offers eco-friendly air purification methods instead of synthetic purifiers that release harmful toxins.","{
    ""AI_DESCRIPTION"": ""Dr Charcoal's portable air purifier with 100% activated charcoal. Lasts a year, eco-friendly, and perfect for fridges, shoe racks, and wardrobes.""
}",Dr. CHARCOAL Activated Carbon Air Purifier Bag to remove Moisture and Odor from Shoe Rack,Activated Carbon Air Purifier Bag
Dehumidifiers,B074LY2CQH,20,"https://images-eu.ssl-images-amazon.com/images/I/8177ayIrzQL._AC_UL300_SR300,200_.jpg",3.8,4773,369,Best Pick,"100% ACTIVATED CHARCOAL: Dr Charcoal's non-electric air purifier uses high quality coconut shell activated carbon to eliminate moisture and odours. LASTS FOR A YEAR: Our bag can last for a year without needing to be replaced often, making them a more sustainable option. PORTABLE BAG: Is designed to be small and portable in a cute pouch, making them easy to use anywhere. MULTIPLE APPLICATIONS: Dr Charcoal 75g bag can be used in fridges, shoe racks, and wardrobes to eliminate odour. NON MESSY: Dr Charcoal bag does traps moisture in the activated carbon like a sponge and does not store as spillable water.","{
    ""AI_DESCRIPTION"": ""Dr Charcoal's portable air purifier bag with 100% activated charcoal lasts a year, perfect for fridges, shoe racks, and wardrobes. No mess, no odours!""
}",Dr. CHARCOAL Activated Carbon Bag to remove Moisture and Odor from Wardrobe,Activated Carbon Bag for Moisture and Odor Removal
Charcoal Air Purifiers,B07XHMQNTV,6,"https://images-eu.ssl-images-amazon.com/images/I/81Vh9MhoY4L._AC_UL300_SR300,200_.jpg",3.8,856,849,Best Pick,"100% ACTIVATED CHARCOAL: Dr Charcoal's non-electric air purifier uses high quality coconut shell activated carbon to eliminate moisture and odours. LASTS FOR A YEAR: Our bag can last for a year without needing to be replaced often, making them a more sustainable option. PORTABLE BAG: Is designed to be small and portable in a cute pouch, making them easy to use anywhere. MULTIPLE APPLICATIONS: Dr Charcoal 75g bag can be used in fridges, shoe racks, and wardrobes to eliminate odour. NON MESSY: Dr Charcoal bag does traps moisture in the activated carbon like a sponge and does not store as spillable water.","{
    ""AI_DESCRIPTION"": ""Eliminate odours and moisture with Dr Charcoal's portable activated charcoal bag. Lasts a year without replacement. Perfect for fridges, shoe racks, and wardrobes.""
}",Dr. CHARCOAL Activated Carbon Bag to remove Moisture and Bad Smell from Shoe Rack,Activated Carbon Bag for Odor and Moisture Removal
Faucet Mounts,B0B23TK5S3,6,"https://images-eu.ssl-images-amazon.com/images/I/71s200ClIhL._AC_UL300_SR300,200_.jpg",3.4,701,99,Best Pick,"Faucet Water Filter: Built-in layered filter can separate coconut activated carbon, zeolite, PVA non-woven?fabrics, calcium sulfite and rubber, which applys to purify hard water and well water. 360 Degree Rotation can clean any blind angle of the sink. And it can be bent and fixed according to your target angle. Suitable for kitchen faucet, sink faucet, bathroom faucet and toilet faucet Comes with a Tightening Metal Clamp use the clamp right not too tight not too loose so as to prevent leakage and damaging Material Type: PVC, Color Name: Random Color . Can be fitted in faucets having diameter of upto 2 cm 1 Faucet Water Filter","{
    ""AI_DESCRIPTION"": ""Purify hard water with this faucet water filter. 360 degree rotation for easy cleaning. Suitable for various faucets. Comes with a tightening metal clamp.""
}",BHUMLO kitchen accessories items Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water Faucet ,Activated Carbon Faucet Water Filter
Filters,B01NCVPRBB,2,"https://images-eu.ssl-images-amazon.com/images/I/31Qyo36jWhS._AC_UL300_SR300,200_.jpg",4.3,109,1609,Best Pick,Nano protect activated carbon filter Honeycomb structured activated carbon filter provides effective removal of harmful TVOCs and odors Unfolded activated carbon absorption area is equivalent to about 20 football fields to provide superior and consistent protection Includes: Air purifier filter,"{
    ""AI_DESCRIPTION"": ""Nano protect activated carbon filter for superior TVOC and odor removal. Includes air purifier filter.""
}",Philips AC1215 1000 Series Activated Carbon Filter,Activated Carbon Filter
Air Purifier Parts & Accessories,B01LDD6VDM,5,"https://images-eu.ssl-images-amazon.com/images/I/81siausF4IL._AC_UL300_SR300,200_.jpg",4.4,159,1609,Best Pick,"Philips is the no.1 brand in Air purifiers in India (Source: Euromonitor International Limited; Consumer Appliances 2020ED) ACTIVATED CARBON FILTER : Made up of activated carbon granules (with active absorption area equal to 43 football fields), this filter is responsible capturing all kinds of odors and potentially harmful gases like VOC (volatile organic compounds). EFFECTIVELY REMOVES : Cooking/Garbage/Sewage/Pet Smells, Ozone gas,NO2 and other gases and odors FILTER LIFE : Lasts up to 8500 hours* (*Filter Life span) COMPATIBLE WITH : AC2887/20, AC2892/20, AC2882/20 In case of any product queries / issues, please contact the Philips Air customer care on: 18001031235","{
    ""AI_DESCRIPTION"": ""Philips is India's no.1 air purifier brand. Removes odors and harmful gases effectively. Filter lasts up to 8500 hours. Contact Philips Air customer care for queries.""
}",Philips Fy2420/10 Nanoprotect Activated 2000 Series Ac2887 And Ac2882 Activated Carbon Filter For Air Purifier ,Activated Carbon Filter for Air Purifier
Dehumidifiers,B09PHJFRQJ,25,"https://images-eu.ssl-images-amazon.com/images/I/51MtXd0Dv8L._AC_UL300_SR300,200_.jpg",3.7,103,189,Best Pick,"Natural Activated Charcoal: Runbugz activated charcoal air purifiers are manufactured using the natural and good quality coconut shells. The resulting granules are highly absorbent and helps in removing odour, pollutants, excess humidity and allergens, etc. These air purifiers are extremely long lasting and can be reused time and again, up to 3 years-you only need to place the inside pouch in the sun for a few hours once every month to reactivate the charcoal. Versatile Use: Perfect for use in Cars, Bedrooms, Kids Room, Kitchens, Fridges, Bathrooms/ Toilets, Cupboards, Shoe Cabinets, Dining Rooms, Pet Areas, Hospital Rooms, Offices, Smoking areas. Usage Instruction: Please remove from packaging and place in any indoor area preferably with air-flow. Once every month, please remove the inside pouch from the jute casing and place in the sun for 2-3 hours. After this, reinsert in the jute bag and place in the required area. Odor Eliminator: Say goodbye to unpleasant smells from smoke, pets, food, shoes, and more, leaving your spaces smelling fresh and clean. Designed to fit seamlessly into any space, our discreet purifiers can be easily placed or hung anywhere you need them. Odor Eliminator: Say goodbye to unpleasant smells from smoke, pets, food, shoes, and more, leaving your spaces smelling fresh and clean. Designed to fit seamlessly into any space, our discreet purifiers can be easily placed or hung anywhere you need them.","{
    ""AI_DESCRIPTION"": ""Natural activated charcoal air purifiers for odor elimination. Reusable up to 3 years. Perfect for any indoor space.""
}",Runbugz Activated Charcoal Air Purifiers Dehumidifier for Home,Activated Charcoal Air Purifier
Charcoal Air Purifiers,B08WLS122H,7,"https://images-eu.ssl-images-amazon.com/images/I/811+ezoEL2L._AC_UL300_SR300,200_.jpg",3.6,326,448,Best Pick,"✔ DO YOU REALLY WANT TO INHALE FRESH AND PURIFY AIR ...?? Introducing Activated Coconut Carbon,Removes pollutants, allergens, trap nasty smells, moisture. Prevents moulds and mildew. Zero fragrant & Chemical Free Portable & Economical odor eliminator ,pollution free home,odour free , free of bacteria & Purifies air-borne bacteria naturally reduced, foul odor, allergens, prevent Excess Moisture & Mildew ✔ To keep Natural Dehumidifier Rejuvenated,it’s high adsorption and filtration properties wrapped in a eco friendly jute fibre bag. non-electric air Purifier and Freshener will provide Organic air freshner & Odor Absorber which help your family breathe healthy by naturally absorbing pollutants, allergens, bad smell, and moisture. purifying small spaces like shoe rack, wardrobe, fridge to large spaces live living room / living areas and kids room, bedrooms. ✔ It is also used in a number of other applications, including respirator masks,water purification, air filtering and industrial gas processing, for example the removal of siloxanes and hydrogen sulphide from biogas. the purification of sugarcane and in the recovery of precious metals, especially gold. It is also used in cigarette filters and in the EVAP used in cars ✔ Placing this Organic Air Purifier Bag in an area with maximum air flow. The proprietary filtration mechanism will begin to function as it contacts with air.","{
    ""AI_DESCRIPTION"": ""Want fresh, purified air? Try our Activated Coconut Carbon! Removes pollutants, allergens, traps smells. Eco-friendly and chemical-free. Purify your air naturally.""
}",Mini Storify – Non Electric Activated Charcoal Air Purifier Bag ,Activated Charcoal Air Purifier Bag
